Unnamed: 0,id_x,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Emotion_Category
22453,39770,Men,Apparel,Topwear,Shirts,Green,Sunny,2012.0,Casual,Peter England Men Multi Coloured Casual Shirt,Contentment
22454,32398,Women,Apparel,Topwear,Tops,Cream,Sunny,2012.0,Casual,Arrow Woman Printed Cream & Brown Top,Contentment
22455,35981,Women,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Flying Machine Women Pop White T-shirt,Joy
22457,8720,Men,Apparel,Topwear,Shirts,Green,Rainy,2011.0,Casual,Indigo Nation Men Stripes Green Shirts,Contentment
22459,49407,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2012.0,Casual,Vans Men Brown Shoes,Sadness
22463,7768,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Sports,Nike Men's As Vapor Ulti Grey Black T-Shirt,Sadness
22466,16931,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Spykar Men Solid Green Tshirt,Contentment
22467,49635,Women,Apparel,Bottomwear,Skirts,Pink,Sunny,2010.0,Casual,Mineral Women Pink Skirt,Joy
22468,19145,Men,Apparel,Topwear,Sweatshirts,Red,Rainy,2011.0,Casual,United Colors of Benetton Men Solid Red SweatShirt,Joy
22469,26798,Men,Apparel,Topwear,Shirts,Blue,Sunny,2013.0,Formal,Arrow Men Blue Shirt,Contentment
22470,2028,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2010.0,Casual,ADIDAS Men Classic Navy Blue T-shirt,Neutral
22471,22338,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,John Players Men Solid Black Polo T-Shirt,Anger
22472,19979,Men,Apparel,Topwear,Tshirts,Pink,Rainy,2011.0,Casual,United Colors of Benetton Men Printed Pink TShirt,Joy
22473,6488,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,ADIDAS Men's Strip White T-shirt,Joy
22474,28602,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Casual,Nike Men Air force 1 White Shoes,Joy
22475,2814,Men,Footwear,Shoes,Casual Shoes,White,Rainy,2010.0,Casual,iD Men's Leather Timber White Graphic Shoe,Joy
22476,50718,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2012.0,Casual,Doodle Boys Navy Blue Printed T-Shirt,Neutral
22477,33844,Men,Footwear,Shoes,Casual Shoes,Grey,Sunny,2012.0,Casual,Puma Men Future Cat Grey Shoes,Sadness
22478,25921,Women,Apparel,Topwear,Tshirts,Green,Sunny,2012.0,Casual,Femella Women Lime Green T-shirt,Contentment
22480,38490,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Gini and Jony Boys Pack Of Two White T-shirt,Joy
22481,33078,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Navy Blue T-Shirt,Neutral
22483,11328,Men,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans,Contentment
22484,41458,Men,Footwear,Sandal,Sandals,Grey,Sunny,2013.0,Casual,Lee Cooper Men Grey Sandals,Sadness
22486,48383,Men,Apparel,Bottomwear,Jeans,Black,Sunny,2012.0,Casual,French Connection Men Black Jeans,Anger
22487,30299,Men,Apparel,Topwear,Tshirts,Off White,Sunny,2012.0,Casual,Myntra Men Urban Games Off White T-shirt,Neutral
22488,7902,Men,Apparel,Bottomwear,Shorts,Brown,Rainy,2011.0,Casual,Proline Men Brown & Blue Checked Shorts,Sadness
22489,13827,Men,Apparel,Topwear,Sweaters,Black,Rainy,2011.0,Casual,Indigo Nation Men Solid Black Sweaters,Anger
22490,34639,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2012.0,Casual,Lotto Men Court Classic V White Shoes,Joy
22492,41800,Women,Apparel,Topwear,Tops,Beige,Sunny,2012.0,Casual,Remanika Women Beige Top,Contentment
22495,5669,Men,Apparel,Topwear,Tshirts,Brown,Sunny,2011.0,Casual,Tantra Men's Page Choco T-shirt,Sadness
22496,36952,Women,Footwear,Shoes,Casual Shoes,White,Sunny,2012.0,Casual,Force 10 Women White Shoes,Joy
22497,39126,Women,Apparel,Bottomwear,Leggings,Yellow,Rainy,2012.0,Casual,Aneri Women Yellow Leggings,Joy
22498,20837,Men,Footwear,Sandal,Sandals,Olive,Sunny,2012.0,Casual,Lee Cooper Men Casual Olive Sandals,Contentment
22499,57159,Women,Apparel,Topwear,Tshirts,Peach,Sunny,2012.0,Casual,Elle Women Coral Essentials T-shirt,Joy
22503,20239,Women,Apparel,Topwear,Tshirts,Maroon,Rainy,2011.0,Casual,Wrangler Women Printed Maroon T-shirt,Sadness
22504,39314,Women,Apparel,Bottomwear,Skirts,Red,Sunny,2012.0,Casual,Gini and Jony Girls Red Skirt,Joy
22505,24699,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Puma Men Cell Tolero Black Sports Shoes,Anger
22508,13229,Men,Apparel,Bottomwear,Trousers,Navy Blue,Rainy,2011.0,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers,Neutral
22509,19713,Men,Apparel,Topwear,Shirts,Navy Blue,Sunny,2011.0,Casual,United Colors of Benetton Men Navy Blue Check Shirt,Neutral
22510,46817,Women,Footwear,Shoes,Flats,Black,Rainy,2015.0,Casual,Catwalk Black Casual Shoes,Anger
22511,8344,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,ADIDAS Men Derby II White Sports Shoes,Joy
22514,17689,Women,Footwear,Shoes,Heels,White,Rainy,2015.0,Casual,Catwalk Women Weaved Strap White Flats,Joy
22517,31945,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Nike Men Avid Black Shoes,Anger
22518,6824,Men,Footwear,Sandal,Sandals,Brown,Rainy,2012.0,Casual,Timberland Men Granite Trailway Brown Floater,Sadness
22519,54728,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Vans Men Black Shoes,Anger
22520,18407,Women,Footwear,Shoes,Casual Shoes,White,Rainy,2011.0,Casual,Skechers Women D'lites White Shoe,Joy
22521,9050,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,ADIDAS Men adizero Trainer M White Sports Shoes,Joy
22522,8182,Men,Apparel,Topwear,Shirts,White,Sunny,2011.0,Casual,Locomotive Men Check Ladomar White Shirts,Joy
22523,26308,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2013.0,Casual,Proline Men Pack of 3 T-Shirts,Contentment
22526,56843,Men,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,John Players Men Blue Jeans,Contentment
22527,15318,Men,Apparel,Topwear,Sweatshirts,White,Rainy,2011.0,Casual,Nike Men Printed White Sweatshirts,Joy
22528,59037,Women,Footwear,Shoes,Flats,Green,Rainy,2012.0,Casual,Carlton London Women Green Flats,Contentment
22529,40926,Men,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,Contentment
22530,57991,Women,Apparel,Dress,Dresses,Blue,Rainy,2012.0,Casual,Latin Quarters Women Blue Dress,Contentment
22533,38000,Men,Footwear,Flip Flops,Flip Flops,Red,Sunny,2012.0,Casual,Kelme Men Red & Blue Flip Flops,Joy
22536,1833,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2010.0,Sports,Nike Men's Ballista Shoe,Anger
22537,10458,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Flying Machine Men Green Polo Tshirts,Contentment
22541,9262,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,Contentment
22542,18635,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Sports,Puma Men Bts Red Tshirts,Joy
22543,51854,Men,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Casual,Highlander Men Check Blue Shirt,Contentment
22544,3758,Men,Apparel,Topwear,Tshirts,Green,Sunny,2011.0,Casual,Status Quo Men's Buchanan Street Green T-shirt,Contentment
22546,23448,Women,Apparel,Topwear,Tunics,Multi,Rainy,2011.0,Casual,Satya Paul Women Multi Coloured Printed Tunic,Neutral
22548,26906,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,Jealous 21 Women  Pink Top,Joy
22549,29172,Women,Apparel,Bottomwear,Skirts,Pink,Sunny,2012.0,Casual,United Colors of Benetton Kids Girls Printed Pink Skirt,Joy
22550,10800,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Wrangler Men Wander Wheels Blue Shirt,Contentment
22553,38656,Women,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Nike Women Dual Fusion Grey Sports Shoes,Sadness
22554,39784,Men,Apparel,Topwear,Shirts,Red,Sunny,2012.0,Formal,Peter England Men Red Formal Shirt,Joy
22555,4925,Women,Apparel,Topwear,Tops,Green,Sunny,2011.0,Casual,Gini and Jony Girl's Valencia Green Blue Kidswear,Contentment
22556,23810,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2014.0,Casual,Clarks Men Black Supa Step Casual Shoes,Anger
22557,48521,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,French Connection Women Black  Printed Top,Anger
22558,9606,Men,Apparel,Topwear,Shirts,Yellow,Rainy,2011.0,Casual,Indigo Nation Men Price catch Yellow Shirts,Joy
22563,47569,Women,Footwear,Shoes,Heels,Black,Rainy,2012.0,Casual,Portia Women Black Flats,Anger
22564,54942,Men,Apparel,Topwear,Tshirts,Green,Sunny,2012.0,Casual,Do u speak green Men Green T-shirt,Contentment
22565,42229,Women,Apparel,Topwear,Tunics,Green,Sunny,2012.0,Casual,Sepia Women Green Tunic,Contentment
22567,17817,Men,Footwear,Sandal,Sandals,Black,Rainy,2011.0,Casual,Lee Cooper Men  Black Sandal,Anger
22568,30609,Men,Apparel,Bottomwear,Shorts,Black,Sunny,2013.0,Sports,Nike Men Black Shorts,Anger
22570,3932,Women,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,Jealous 21 Women's White Black T-shirt,Joy
22575,32962,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Angry Birds Men Printed Black T-shirt,Anger
22576,59453,Men,Apparel,Topwear,Shirts,Purple,Rainy,2012.0,Casual,Arrow New York Men Purple Slim Fit Shirt,Sadness
22579,21115,Women,Apparel,Topwear,Tops,Lavender,Rainy,2011.0,Casual,s.Oliver Women Solid Lavender Top,Contentment
22580,15320,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Rainy,2011.0,Casual,Nike Men Solid Navy Blue Sweatshirts,Neutral
22581,4777,Women,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Sports,ADIDAS Women's Flora Blue T-shirt,Contentment
22583,44582,Men,Apparel,Bottomwear,Jeans,Navy Blue,Sunny,2017.0,Casual,Lee Men Bern Navy Blue Jeans,Neutral
22585,38804,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Joker Men Blue T-shirt,Contentment
22587,32502,Men,Apparel,Topwear,Shirts,Brown,Sunny,2012.0,Formal,Scullers Men Striped Brown Shirt,Sadness
22588,59833,Men,Apparel,Topwear,Shirts,Green,Sunny,2012.0,Casual,United Colors of Benetton Men Green Shirt,Contentment
22589,11780,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Lee Men Printed Grey Tshirts,Sadness
22591,57195,Women,Apparel,Topwear,Tunics,Olive,Sunny,2012.0,Casual,Elle Women Olive Green Tunic,Contentment
22592,10652,Women,Apparel,Bottomwear,Skirts,Blue,Rainy,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts,Contentment
22593,24467,Men,Footwear,Shoes,Casual Shoes,Charcoal,Sunny,2011.0,Casual,ID Men Charcoal Casual Shoes,Sadness
22596,30255,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2018.0,Casual,Red Tape Men Black Shoes,Anger
22597,2480,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2010.0,Casual,Puma Men's Foundation Navy Blue Polo T-shirt,Neutral
22601,3552,Men,Footwear,Shoes,Casual Shoes,Brown,Rainy,2015.0,Casual,Skechers Men's Light Brown Lifestyle Shoe,Sadness
22603,23642,Men,Apparel,Topwear,Tshirts,Black,Sunny,2013.0,Casual,Jimi Hendrix Men Black Printed T-Shirt,Anger
22604,9854,Men,Apparel,Bottomwear,Trousers,Black,Rainy,2011.0,Formal,Indian Terrain Men Laffer Black Trousers,Anger
22606,6020,Men,Apparel,Topwear,Tshirts,Red,Sunny,2011.0,Casual,UCB Men's Roundneck With Sail Racing Print Red T-shirt,Joy
22607,12939,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt,Anger
22609,8986,Men,Footwear,Shoes,Casual Shoes,Red,Rainy,2011.0,Casual,Puma Men Bluebird Red Shoe,Joy
22610,54522,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2012.0,Sports,F Sports Men White Bratt Sports Shoes,Joy
22612,8388,Women,Apparel,Bottomwear,Track Pants,Black,Rainy,2011.0,Sports,ADIDAS Women Wo Basic Black Track Pants,Anger
22613,3760,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Status Quo Men's Harbour Island Black T-shirt,Anger
22614,12337,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2011.0,Casual,Spykar Men Navy Blue Polo T-Shirts,Neutral
22616,6212,Women,Apparel,Topwear,Tops,Brown,Sunny,2011.0,Casual,UCB Women Photo Print Lavender Top,Sadness
22622,16797,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Highlander Men Stripes Black Shirt,Anger
22626,4545,Women,Footwear,Shoes,Sports Shoes,Black,Sunny,2011.0,Sports,Nike Women Capri Black Shoe,Anger
22629,15112,Men,Apparel,Bottomwear,Trousers,Olive,Rainy,2011.0,Formal,Arrow Men TR Finish Olive Trousers,Contentment
22630,5497,Men,Apparel,Topwear,Tshirts,Pink,Sunny,2011.0,Casual,Mr.Men Men's Cool Guy Lilac T-shirt,Joy
22631,37242,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,United Colors of Benetton Men Black Shoes,Anger
22634,32730,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,FILA Men Skeletoes Black Shoes,Anger
22636,10460,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Flying Machine Green Polo Tshirts,Contentment
22638,3304,Women,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Asics Women Gel Kayano 17 White Silver Blue Shoe,Joy
22639,42023,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,ADIDAS Men White Smoove Sports Shoes,Joy
22640,12753,Men,Apparel,Bottomwear,Jeans,Black,Rainy,2011.0,Casual,Spykar Men Ep Jeans Black Jeans,Anger
22642,54146,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Femella Women Black Top,Anger
22643,13681,Women,Footwear,Shoes,Sports Shoes,Silver,Rainy,2011.0,Sports,ADIDAS Women Furano 3 Sports Shoes,Neutral
22644,18269,Women,Apparel,Topwear,Tunics,Black,Rainy,2011.0,Casual,Aneri Women Monalisa Black Tunic,Anger
22645,48519,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,French Connection Women Blue Top,Contentment
22647,51434,Women,Apparel,Topwear,Shirts,Turquoise Blue,Sunny,2012.0,Casual,Myntra Women Turquoise Blue Check Shirt,Joy
22649,47551,Women,Footwear,Shoes,Heels,White,Rainy,2012.0,Casual,Portia Women White Heels,Joy
22650,6676,Women,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Nike Women Lunar Swift Red Shoe,Joy
22653,20691,Men,Footwear,Shoes,Casual Shoes,Brown,Rainy,2012.0,Casual,Buckaroo Men Brown Vecino Shoes,Sadness
22654,37626,Women,Apparel,Topwear,Tshirts,Pink,Sunny,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt,Joy
22658,15576,Men,Apparel,Topwear,Tshirts,Olive,Rainy,2011.0,Casual,Chhota Bheem Kids Boys Double Trouble TShirt,Contentment
22660,40774,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Quiksilver Men Black Casual Shoes,Anger
22661,10004,Men,Apparel,Bottomwear,Shorts,Grey,Rainy,2011.0,Sports,Nike Men As 7 Sw Temp Grey Shorts,Sadness
22665,14696,Men,Apparel,Bottomwear,Trousers,Olive,Rainy,2011.0,Casual,Basics Men Olive Trousers,Contentment
22667,21571,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2012.0,Casual,Numero Uno Men Casual Brown Shoes,Sadness
22668,52083,Women,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Myntra Women White T-shirt,Joy
22669,15744,Women,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Women Lunarglide+ 3 White Sports Shoes,Joy
22676,19189,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,United Colors of Benetton Men White Shirt,Joy
22677,3136,Women,Footwear,Shoes,Flats,Black,Rainy,2015.0,Casual,Catwalk Women Black Flats,Anger
22678,42211,Women,Apparel,Topwear,Tunics,Lavender,Sunny,2012.0,Casual,Sepia Women Lavender Tunic,Contentment
22679,7596,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Sports,Nike Men's As Nike Rpeat T-Shirt,Joy
22680,51606,Women,Apparel,Bottomwear,Jeans,Blue,Rainy,2012.0,Casual,Kraus Jeans Women Blue Jeans,Contentment
22682,17013,Women,Footwear,Shoes,Flats,Gold,Rainy,2012.0,Casual,Rocia Women Gold Toned Flats,Fear
22683,6444,Women,Footwear,Flip Flops,Flip Flops,Black,Sunny,2011.0,Casual,Lotto Women's Wave Chic Black Grey Flip Flop,Anger
22685,18867,Men,Apparel,Bottomwear,Shorts,Grey,Rainy,2011.0,Casual,Puma Men Solid Grey Knits Panel Shorts,Sadness
22686,8718,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Casual,Indigo Nation Men Red Tshirts,Joy
22688,26592,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,Puma Men Budoka Black Sports Shoes,Anger
22689,27440,Women,Apparel,Topwear,Tops,Purple,Rainy,2015.0,Casual,Jockey Women Purple Racerback Tank Top,Sadness
22690,13675,Men,Footwear,Shoes,Sports Shoes,Grey,Rainy,2011.0,Sports,Puma Men TX-3 Running Shoes,Sadness
22692,2222,Men,Footwear,Sandal,Sandals,Black,Rainy,2010.0,Casual,Puma Men Black Sandal,Anger
22693,22132,Men,Footwear,Shoes,Formal Shoes,Black,Rainy,2011.0,Formal,Provogue Men Black Formal Shoes,Anger
22696,34057,Men,Apparel,Bottomwear,Capris,Blue,Sunny,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants,Contentment
22697,6682,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2011.0,Sports,Nike Men's Air Max 90 Black Shoe,Anger
22699,43939,Women,Footwear,Shoes,Heels,Silver,Rainy,2012.0,Casual,Catwalk Women Silver Heels,Neutral
22702,14450,Women,Footwear,Shoes,Casual Shoes,Silver,Sunny,2012.0,Casual,Enroute Women Casual Silver Casual Shoes,Neutral
22703,20665,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Classic Polo Men Striped Blue Tshirt,Contentment
22704,5007,Women,Apparel,Dress,Dresses,Purple,Sunny,2011.0,Casual,Gini and Jony Girl's Sandra Purple Kidswear,Sadness
22706,33272,Women,Apparel,Bottomwear,Capris,Pink,Sunny,2012.0,Casual,Gini & Jony Girls Pink Pedal Pusher,Joy
22707,40780,Men,Footwear,Flip Flops,Flip Flops,White,Sunny,2012.0,Casual,Quiksilver Men White Flip Flops,Joy
22711,14662,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,Contentment
22713,21585,Women,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,Spykar Women Washed Blue Jeans,Contentment
22714,52077,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Myntra Men Blue & Green T-shirt,Contentment
22715,25919,Women,Apparel,Topwear,Tshirts,Magenta,Sunny,2012.0,Casual,Femella Women Magenta T-shirt,Joy
22717,57505,Men,Footwear,Sandal,Sandals,Black,Sunny,2012.0,Casual,Lee Cooper Men Black  Sandals,Anger
22720,41460,Men,Footwear,Sandal,Sandals,Black,Sunny,2012.0,Casual,Lee Cooper Men Black & Beige Sandals,Anger
22721,32192,Men,Footwear,Flip Flops,Flip Flops,Brown,Sunny,2012.0,Casual,ADIDAS Men Zeitfrei Thong Brown Flip Flops,Sadness
22723,11310,Men,Apparel,Bottomwear,Jeans,Black,Sunny,2016.0,Casual,Wrangler Men Black Texas Jeans,Anger
22726,16909,Men,Apparel,Topwear,Sweatshirts,Grey,Rainy,2011.0,Casual,Status Quo Men Solid Grey Sweatshirt,Sadness
22728,43337,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Reebok Men Grey Turbo DMX Shear Sports Shoes,Sadness
22729,2010,Men,Apparel,Topwear,Tshirts,Green,Rainy,2010.0,Sports,ADIDAS Mens Classic Green Polo T-shirt,Contentment
22731,13447,Men,Apparel,Topwear,Tshirts,Pink,Sunny,2011.0,Casual,United Colors of Benetton Men Stripes Pink Tshirts,Joy
22733,19941,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Nike Men Court Majestic Black Sports Shoes,Anger
22734,7562,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Sports,Nike Men's As T90 Ss Top T-Shirt,Anger
22735,16135,Women,Apparel,Topwear,Tops,White,Rainy,2011.0,Casual,Tokyo Talkies Women Printed White Top,Joy
22736,50720,Women,Apparel,Dress,Dresses,Orange,Sunny,2012.0,Casual,Doodle Girls Orange Printed Dress,Joy
22737,18893,Women,Apparel,Topwear,Tops,Purple,Rainy,2011.0,Casual,Arrow Woman Eleana Purple Top,Sadness
22739,41838,Men,Footwear,Shoes,Casual Shoes,Grey,Sunny,2012.0,Casual,Skechers Men Grey Shoes,Sadness
22742,4783,Women,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Sports,ADIDAS Women's V Neck With Crystal White T-shirt,Joy
22744,20033,Women,Apparel,Topwear,Shirts,Lavender,Sunny,2011.0,Casual,United Colors of Benetton Women Solid Lavender Shirt,Contentment
22745,41004,Women,Apparel,Bottomwear,Skirts,Navy Blue,Sunny,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts,Neutral
22746,25541,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,Wrangler Women Striper Tank Blue Top,Contentment
22747,11774,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Lee Men Printed Green Tshirts,Contentment
22748,57161,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,Elle Women Pink Essentials Top,Joy
22753,2474,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2010.0,Sports,Nike Men's Dual Fusion Black Shoe,Anger
22754,27216,Men,Apparel,Bottomwear,Shorts,Navy Blue,Sunny,2012.0,Casual,Doodle Kids Boy  Navy Blue Shorts,Neutral
22755,13023,Women,Footwear,Shoes,Heels,Red,Rainy,2012.0,Casual,Inc 5 Women Casual Red Heels,Joy
22756,19519,Men,Apparel,Topwear,Sweaters,Black,Rainy,2011.0,Casual,United Colors of Benetton Men Stripes Black Sweater,Anger
22757,55636,Women,Footwear,Shoes,Heels,Bronze,Rainy,2015.0,Casual,Catwalk Women Bronze Flats,Anger
22761,17483,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Rainy,2011.0,Casual,Enroute Men Casual Navy Blue Casual Shoe,Neutral
22764,8972,Men,Footwear,Shoes,Sports Shoes,Brown,Rainy,2011.0,Sports,Puma Men Drift Cat III CF Brown Sports Shoes,Sadness
22765,16551,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Casual,Basics Men Red Printed T-shirt,Joy
22767,27024,Women,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,Contentment
22768,13211,Women,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,ASICS Women Gel Pulse 3 Running Black Sports Shoes,Anger
22771,28850,Men,Apparel,Topwear,Tshirts,Green,Sunny,2013.0,Casual,Proline Men Green Polo T-shirt,Contentment
22772,3794,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Casual,Basics Men Blue & White Striped Polo T-shirt,Contentment
22774,31141,Men,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Formal,John Miller Men Striped Blue Shirt,Contentment
22777,34433,Women,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Myntra Women Dont Think Blue T-shirt,Contentment
22779,50176,Women,Footwear,Shoes,Flats,Brown,Rainy,2016.0,Casual,Rocia Women Brown Flats,Sadness
22785,14034,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Flying Machine Men Check Blue Shirts,Contentment
22786,20201,Men,Apparel,Topwear,Sweatshirts,White,Rainy,2011.0,Casual,Wrangler Men Seattle Glow White Sweatshirt,Joy
22787,5463,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Nike Men's Street Pana White Shoe,Joy
22788,44744,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Globalite Men Black Proton Shoes,Anger
22792,41236,Women,Apparel,Bottomwear,Capris,Black,Sunny,2012.0,Casual,Gini and Jony Kids Girls Black Capris,Anger
22795,10494,Women,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Flying Machine Women Blue Polo Tshirts,Contentment
22798,17810,Men,Apparel,Topwear,Tshirts,Multi,Rainy,2011.0,Casual,Chhota Bheem Kids Boy Chhota Bheem and Krishna Multi Tshirt,Neutral
22799,9433,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Men Air Max+ 2011 White Sports Shoes,Joy
22801,3935,Women,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Casual,Jealous 21 Women's Yellow Miss T-shirt,Joy
22803,18858,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Casual,Puma Men Generation Red Polo Tshirt,Joy
22805,59454,Men,Apparel,Topwear,Shirts,Black,Rainy,2012.0,Formal,Arrow New York Men Black Check Shirt,Anger
22812,10807,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Wrangler Men Stampede Printed Stripe Black Shirts,Anger
22816,38651,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2012.0,Sports,Nike Men Transform Black Sports Shoes,Anger
22817,4922,Women,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Infant Kidswear,Joy
22818,39783,Men,Apparel,Topwear,Shirts,Red,Sunny,2012.0,Formal,Peter England Men Maroon Formal Shirt,Joy
22820,26559,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Lee Cooper Men Black Shoes,Anger
22822,9601,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Scullers Men Scul Blue White Shirts,Contentment
22823,48526,Men,Footwear,Flip Flops,Flip Flops,Brown,Rainy,2012.0,Casual,Calvin Klein Men Brown Flip Flops,Sadness
